CANONICAL_SMILES,MOLREGNO
NC(=NOC(=O)COc1cccc2ccccc12)Cc3ccc(cc3)[N+](=O)[O-],1007677
CNC(=O)COC(=O)c1cc2c(C)nn(c3ccc(F)cc3)c2s1,723477
COc1ccc(c2N(CCc12)C(=O)CC[C@H](N)C(=O)O)[N+](=O)[O-],836981
C\C=C\1/CC(=C)[C@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,820252
COc1ccc2nc(NC(=O)C3CCN(CC3)S(=O)(=O)c4cccc5nsnc45)sc2c1,792377
COc1ccc(cc1OC)c2onc(c2)C(=O)Nc3cc(OC)c(OC)c(OC)c3,969787
CS(=O)(=O)N1CCC2(CC1)CN(Cc3ccc(cc3)C#N)C2,1120834
OC(=O)[C@@H]1C[C@H]1[C@@H](NP(=O)(c2ccccc2)c3ccccc3)c4ccccc4,833889
CC1CCN(CC1)C2CCN(CC2)S(=O)(=O)c3ccc(F)cc3.OC(=O)C(=O)O,995095
C\C=C/C1=C(CO)[C@H](O)[C@H]2O[C@H]2[C@H]1O,1548154
,873068
CC1=Nc2cnc(Oc3ccccc3)nc2N(CCc4ccccc4)C1=O,897144
COCC(=O)N1CCC[C@@]2(CCN(Cc3ccc(cc3)C#N)C2)C1,1033467
CCn1ccc(n1)C(=O)NC2C3SCC(=C(N3C2=O)C(=O)O)C,869221
COC(=O)c1cc(C#N)c(NCc2ccc(Cl)cc2Cl)nc1C,792270
COC(=O)C1=C(C)N=C2SC(C)C(=O)N2C1\C=C\c3ccccc3,917295
Cc1noc(NC(=O)Nc2ccccc2F)c1C#N,871312
FC(F)(F)c1nnc2c(Sc3ccccc3)nc4ccc(Cl)cc4n12,864177
CN1CCN(CC1)S(=O)(=O)c2cc(ccc2N3CCCCCC3)[N+](=O)[O-],951810
CCCCC1(COC(=O)CCC(=O)O)C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,838204
COc1ccc(cc1)S(=O)(=O)N(CCc2ccccc2)CC(=O)N3CCOCC3,730888
CO[C@H]1COC(=O)C\C=C/[C@H](C)[C@@H](COC(=O)[C@@H](C)COC(=O)C\C=C/[C@@H]1C)OC,753452
Cc1ccc(\C=C\c2oc(nn2)c3cccs3)cc1,958027
O=C(CC1CCCCC1)Nc2nc[nH]n2,832597
Cc1ccc(\C=N\n2c(S)nnc2COc3ccccc3)s1,1684652
COc1ccc(Cl)cc1NC(=O)CN2C(=O)CSC2=O,876559
O=C1Nc2ccccc2C3=N[C@@H](CN4CCN(CC4)c5ccccc5)CN13,938635
CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,421007
CCC(C)(C)n1nnnc1C(N2CCCCC2)c3cc4cc5OCOc5cc4nc3O,871854
CC[C@@H]1CN2CCc3cc(OC)c(OC)cc3[C@H]2C[C@@H]1C[C@H]4NCCc5cc(OC)c(OC)cc45,939769
OC(=O)CCCN1CCCCC1,825232
COc1ccccc1CNc2ncnc3ccc(cc23)c4cccc(c4)C#N,460276
COc1cc(cc(OC)c1OC)C(=O)NC(=S)Nc2ccc(Cl)c(c2)C(=O)O,1004966
CCNC(=O)[C@@H]1O[C@H]([C@H](O)[C@H]1O)n2cnc3c(N)ncnc23,937232
Clc1cccc(c1)N2CCN(CCCNC(=O)C3CCC(=O)N3Cc4ccccc4Cl)CC2,884835
Cc1cccc(NC(=O)C2CCN(CC2)S(=O)(=O)c3cccc4nsnc34)n1,893968
CN1CC[C@@]2(CCCN(C2)C(=O)c3occc3)C1,1017322
CCNc1ncc2N=C(C(=O)N(C[C@H]3CCCO3)c2n1)c4cccs4,906643
CC(C)C(=O)Nc1sc2CCCCc2c1c3nc4ccccc4[nH]3,848005
OC(=O)C[C@H](Cc1ccc2OCOc2c1)C(=O)O,1120569
C1C[C@@H](C2=NCCN2)c3ccccc3C1,946662
CN(C(=O)c1ccccn1)c2nnc(C)s2,913535
COc1ccc(cc1)C(=O)N2CC3(C[C@H]2C(=O)NCC(=O)N)CC(=NO3)c4ccc(Cl)cc4,854282
OC(=O)C(Cc1ccccc1c2ccccc2)C(=O)O,1019551
FC(F)(F)c1ccc(N2CCCCC2)c(NC(=O)c3oc(Br)cc3)c1,799308
COc1ccc(Oc2ncc3N=C(C(=O)N(C[C@H]4CCCO4)c3n2)c5ccc(Cl)cc5)cc1,986670
COc1ccc(cc1)C(=O)N2CCC[C@@]3(CCN(C3)C(=O)Nc4ccccc4)C2,939164
O=C(N1CCC2(CCN(Cc3ccccc3)CC2)CC1)c4cnccn4,1017046
COc1cccc(CN2C(=O)C(=Nc3cnc(nc23)N(C)C)c4ccc(F)cc4)c1,832170
Cn1ncc2c(Nc3cccc(Cl)c3)nc(Nc4cccc(Cl)c4)nc12,759104
CS[C@]12[C@@H](CCC3=CC(=O)CC[C@@]13C)[C@@H]4CC[C@@](O)(C(=O)CO)[C@]4(C)CC2=O,819653
OC(=O)c1cc(nc2ccccc12)c3ccc4cc5OCOc5cc4c3,875982
CCOc1ccc(NC(=O)CSc2nc(C)c3CCCCc3c2C#N)cc1,1087742
O=C(Oc1ccccc1)N2CCC3(CC2)CN(C3)C(c4ccccc4)c5ccccc5,825367
COc1ccc(CNc2nc(nc3ccccc23)c4ccc(cc4)C(=O)N(C)C)c(OC)c1,761979
Oc1nc(CN2CCN(CC2)C(=O)\C=C\c3ccccc3)nc4ccccc14,808845
CC(C)C(=O)NCCc1nc2ccccc2n1CCCOc3ccc(Cl)cc3,941580
CN=C1C=CC(=CC(=C1O)C(=O)\C=C\c2ccc3OCOc3c2)Br,987950
O=C(Nc1cccc(c1)C(=O)N2CCOCC2)c3ccccc3,1120260
CCn1c(Cc2ccccc2)nnc1SCC(=O)c3cccc(c3)[N+](=O)[O-],1011459
O[C@@H]1CC(=O)[C@H]2CC[C@@H]3[C@H]([C@@H]2[C@@H]1O)C(=O)N(Cc4ccccc4)C3=O,742558
CCOC(=O)N1CCN(CC1)c2cc(N)c(cc2F)[N+](=O)[O-],1006547
COCCN1C(=O)C(=Nc2cnc(nc12)N(C)C)c3ccccc3,1016354
C[C@H]([C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc2ccccc2)c3ccccc3)C(=O)NCc4ccccn4,782452
CN(C)c1ccc(cc1)c2cc(ncn2)N(C)Cc3occc3,790810
C(Sc1ccccc1)c2nc3ccccc3[nH]2,392709
COc1ccc2[C@@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5cc34,454700
CC(C)c1nc2ccccn2c1NC3CCCCC3,974750
COc1ccc(Oc2nc3ccccc3nc2C(F)(F)F)cc1,974477
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5CCc6ccc(O)c(OC)c6,752863
CC(=O)OC[C@@H]1O[C@H](C\C=N/O[C@@H]2O[C@H](COC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]2OC(=O)C)C=C[C@@H]1OC(=O)C,739603
O=C(Cc1cccs1)N(Cc2ccccc2)C(C(=O)NC3CCCC3)c4ccsc4,827191
CC(C)c1nnc(NC(=O)C=C(C)C)s1,806239
COc1ccc(cc1)C2=Nc3cnc(nc3N(C2=O)c4ccccc4)N5CCOCC5,978561
COc1ccc(CNc2ccnc(n2)c3ccccc3OC)c(OC)c1,827005
Cc1ccccc1c2nccc(NCCN3CCOCC3)n2,1017914
COc1cc2c(oc3ccccc23)cc1NC(=O)c4cc(nc5ccc(C)cc45)c6cccnc6,992607
OC(=O)CCN1C(=S)CSC1=S,831355
COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]3[C@H](CC(=O)C(=O)N4CCCC4)C(=O)C=C3CN1C(=O)c5ccccc5,754135
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@H](Oc1c24)C(=O)CC[C@]35O,800974
N[C-]1N=CN(C\C=C/c2ccccc2)[C@H]3N=CN[C+]13,1120694
CO[C@H](\C=N/O[C@@H](C)c1cn(nn1)[C@H]2COC[C@H]2O)[C@H](C)\C=C/CC(=O)OC,1121100
O=C(Oc1ccccc1)N2CCC[C@@]3(CCN(Cc4nccs4)C3)C2,916886
CSc1nsc(SCc2ccc(Cl)cc2)n1,792565
NS(=O)(=O)c1cc(C(=O)O)c(Cl)c(c1Cl)[N+](=O)[O-],862924
CC(C)CC(NS(=O)(=O)c1ccc2nc(C)sc2c1)C(=O)O,835939
COCC(=O)N1CCC2(CCN(Cc3ccccc3OC)CC2)CC1,976648
COc1ccc(COC(=O)N\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@H]2CC[C@H]4[C@H]3C(=O)N(C5CCCCC5)C4=O)cc1,1030458
[Na+].CO\N=C(/C(=O)N[C@H]1[C@@H]2SCC(=C(N2C1=O)C(=O)[O-])COC(=O)C)\c3csc(N)n3,861128
CN1C(=C(NC(=O)OCCNC(=O)Nc2ccccc2)SC1=S)C,773125
CC(C)C[C@H](NC(=O)N1CCCCCC1)C(=O)N[C@H](Cc2cn(C)c3ccccc23)C(=O)N[C@H](Cc4ccccn4)C(=O)O,285873
Cc1onc(C)c1C(=O)N2CCC3(CCCN(C3)C(=O)Nc4ccccc4)CC2,1120788
CCC[C@H]1C[C@@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@@H](SC)[C@@H](O)[C@@H](O)[C@@H]2O,1014504
CCOC(=O)N\N=C/c1oc(cc1)[N+](=O)[O-],1686355
Cc1ccc2c(N[C@H](c3ccc(cc3)C(=O)O)c4cccn24)c1,745436
Cc1nn(c(C)c1NS(=O)(=O)c2ccc3ccccc3c2)c4ccc(F)cc4,981960
C[C@H]([C@@H]1C[C@@]1(C)[C@@H](NC(=O)c2cc(C)nn2C)c3ccccc3)C(=O)Nc4ccc5ccccc5c4,833032
COc1ccc(cc1OC)N2C(=O)NC3CC2(C)Oc4ccccc34,804551
CCN1CCN(Cc2ccc(NC(=O)Nc3cccs3)cc2)CC1,826022
C[C@H](CN(C)C)C(O)(c1ccccc1)c2ccccc2,759350
CC(C)(C)c1ccc(cc1)C(=O)Nc2ccc(NC(=O)c3occc3)cc2,828479
CCOC(=O)c1c(nc2ccccn12)c3ccccc3,173014
CCOC(=O)CSc1nnc(Cc2ccccc2)n1c3cccc(Cl)c3,1110584
CCOc1c(OC(=O)C)ccc(\C=C\c2ccc3cccc(OC(=O)C)c3n2)c1[N+](=O)[O-],926085
CC(C)(C)N(NC(=O)Nc1ccccc1)C(=O)c2ccccc2Cl,764476
Cl.CC(NCc1ccc(Cl)cc1Cl)C(O)c2ccccc2,810245
,860894
COc1ccc(\C=N\NC(=S)N)cc1OC(=O)c2cccc3ccccc23,1680115
[O-][S+](Cc1cc(Oc2ccccc2)nc(n1)c3ccccc3)c4ccccc4,904459
CC(C)(C)NC(=O)NC(=O)CSc1nnc2ccccn12,855435
CCSc1oc(nn1)c2sc3nnc(c4ccccc4)c(c5ccccc5)c3c2N,968149
C(Cc1ccncc1)SCc2cccc3ccccc23,1010589
CC(=O)O[C@H]1CC[C@H]2[C@H]3CC[C@]4(C)[C@H](CC[C@]4(OC(=O)C)C#C)[C@@H]3CCC2=C1,859084
OC[C@H]1O[C@@H]([C@@H](O)[C@@H]1O)n2cnc3c(NC4CCCC4)nc(Cl)nc23,997049
Cc1ncc(COP(=O)(O)O)c(C)c1O,697683
Clc1cccc(c1)N2CCN(CC2)C(=O)C3CCC(=O)N3Cc4ccccc4Cl,878619
CC(C)NC[C@@H](O)COc1ccccc1n2cccc2,1016563
Oc1oc2cc(ccc2n1)S(=O)(=O)N3CCN(CC3)C(=O)c4occc4,787052
C[C@H]([C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc2ccccc2)c3ccccc3)C(=O)NCc4ccccc4,861298
CN(C)C(=O)c1ccc(cc1)c2cncnc2N3CCNCC3,747099
COc1ccc2nc(\N=C/N(C)C)sc2c1,1698056
CN(C)C1=C(C)N(C)N(C1=O)c2ccccc2,60246
Cc1cc(C)c(C#N)c(Oc2ccccc2)n1,864274
C[C@H](CN(C)C)C(=O)c1ccccc1C(=O)O,1120259
C[C@@]12CC[C@@H]3[C@H](CCC4=CC(=O)CC[C@@]34C)[C@@H]1CC[C@@H]2C(=O)COS(=O)(=O)c5ccc(Br)cc5,936212
CCCC(=O)Nc1sc(C)c(c2ccc(cc2)C(C)CC)c1C#N,1002319
N[C@@H]1[C@H](O)[C@H](CO)O[C@@H]1n2cnc3c(N)ncnc23,1120859
CCOC(=O)CN1N=C(Cc2ccccc2)c3ccccc3C1=O,774782
Cc1cc(NC(=O)CSC2=Nc3ccsc3C(=O)N2Cc4ccccn4)[nH]n1,856159
Cc1ccc(cc1)S(=O)(=O)NCCSc2nnnn2C,867404
Ic1ccc(cc1)N2CCN(Cc3c[nH]c4ncccc34)CC2,90867
Cc1cccc(N2CCN(CC2)C(=O)CCCN3C(=S)Nc4cc5OCOc5cc4C3=O)c1C,894724
CCN(CC)CCNC(=O)C1CCC(=O)N(C1c2ccc(F)cc2)c3ccc(OC)cc3,1121010
C[C@@](N)(Cc1ccc(O)c(O)c1)C(=O)O,876445
N#Cc1cccc(c1)c2cncnc2NCc3ccccc3,461144
Cc1onc(C)c1C(=O)N2CCC3(CC2)CN(C3)c4ccccc4,741814
CC(Oc1ccc(cc1)c2ccccc2)C(=O)O,762217
C[C@@H]1CCc2cc(F)cc3C(=O)C(=CN1c23)C(=O)O,996856
COc1[nH]nc2nncnc12,793272
CS(=O)(=O)c1nc2ccccc2n1Cc3ccccc3,1108401
CCC(=O)Nc1cc2OCCOc2cc1C(=O)c3ccccc3,830524
Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@@H]3C2,994178
CCc1ccc(OCC(=O)OC2CCS(=O)(=O)C2)cc1,934660
NC1=C(C#N)C(C2=C(CC(CC2=O)c3occc3)O1)c4ccc(OCc5c(F)cccc5Cl)cc4,862318
C[C@H](c1c[nH]cn1)c2cccc(C)c2C,44905
COc1ccc(cc1)N2C(=O)C(=Nc3cnc(OC)nc23)C,867625
CCOC(=O)c1c2CCN(CCc3ccccc3)Cc2sc1N=C(S)Nc4ccccc4,912611
CC(C)C(NC(=O)c1ccc(cc1)C(C)(C)C)C(=O)O,995282
C\C(=N\CCN1CCN(CC1)C(=S)Nc2ccccc2)\C3=C(O)CC(C)(C)CC3=O,1697768
NC(=N)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H]1O.OS(=O)(=O)O,1121052
CN(C)C(=O)c1ccc(cc1)c2ccc3ncnc(NCc4cccs4)c3c2,860959
CCNc1ncc2N=C(C(=O)N(Cc3cccc(OC)c3)c2n1)c4ccccc4,1026452
C[C@@]12CC=C3[C@@H](CCC4=CC(=O)C=C[C@@]34C)[C@H]1CC[C@H]2C(=O)CN5CCN(CC5)c6cc(nc(n6)N7CCCC7)N8CCCC8,872743
COc1ccccc1CNc2ccnc(n2)c3cocc3,864371
Nc1ccc(SC2=C(Cl)C(=O)N(N=C2)c3ccccc3)cc1,985090
COC(=O)[C@@]1(Cc2ccccc2)[C@@H]3[C@H](CN1C(=O)c4ccccc4)Cc5c3cc(C(=O)N(C)C)n5CCO,876734
CC(=C[C@H]1[C@@H](C(=O)OCc2cc3OCOc3cc2Cl)C1(C)C)C,838069
NS(=O)(=O)c1ccc(cc1)N=Nc2ncccc2O,989798
COc1ccc(cc1OC)C(=O)N\C(=C\c2cccs2)\C(=O)NCCCn3ccnc3,1088138
Clc1cccc(c1)N2CCNCC2,5884
CS(=O)(=O)N1CCC2(CC1)CN(Cc3cc(cc(c3)C(F)(F)F)C(F)(F)F)C2,938613
OC(=O)c1ccc(C(=O)O)c(c1)C(=O)Nc2ccc3c(Cc4ccccc34)c2,836023
COc1ccccc1NC(=O)Nc2nnc(s2)c3occc3,1033288
CC1=C(C(=O)NCc2ccccn2)C(=CC(=O)O1)C,772980
Cc1ccc(cc1)N2C=CC(=O)C(=N2)c3ccnc(SCc4cccc(Cl)c4)n3,932315
COc1ccc(cc1)C(=O)N2CCC3(CCCN(Cc4nccs4)C3)CC2,880598
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCC(=O)O,265787
C[N+]1(C)[C@@H]2CC[C@H]1CC(C2)OC(=O)c3c[nH]c4ccccc34,857280
COc1ccccc1Nc2nc(cs2)c3sc(NC(=O)c4ccccc4)nc3C,730375
Cc1ccc(C)c2c(CC(=O)O)c(C)[nH]c12,746091
CCCS(=O)(=O)N1CCCC(C1)C(=O)N2CCN(CC2)C(=O)OCC,1120826
Clc1ccccc1CN(CC(=O)NCC2CCCO2)C(=O)c3oc(CN4CCOCC4)cc3,1120325
CCS(=O)(=O)c1ccc2oc(Nc3cc(C)cc(C)c3)nc2c1,802963
COc1ccc(cc1OC)C(=O)NNC(=O)Cc2ccc(cc2)c3ccccc3,1094243
CN1C(=O)C=Nc2cnc(Nc3ccccc3)nc12,867597
COc1ncc2N=CC(=O)N(CCC#N)c2n1,1120229
NC(=O)CN1C[C@@H](O)CC1=O,896820
Cc1ccc(OCC(=O)N\N=C/c2occc2)c(C)c1,1701801
COc1ccc(cc1)C2=Nc3cnc(nc3N(Cc4ccc(F)cc4)C2=O)N5CCNCC5,861048
,898226
CCOC(=O)c1c(C)[nH]c(C)c1C(=O)COC(=O)c2cccc(c2)S(=O)(=O)N(CC)CC,867836
CC(C)[C@H](C)\C=C/[C@H](C)[C@@H]1CC[C@H]2\C(=C\C=C/3\C[C@@H](O)CCC3=C)\CCC[C@@]12C,779999
CCNc1ncc2N=C(C(=O)N(CCC#N)c2n1)c3cc(F)cc(F)c3,739013
CCCCOc1cc(ccc1N)C(=O)OCCN(CC)CC,209594
COC(=O)c1cc(OC)ccc1c2ccc(OC)cc2,997667
CCCCN1C(=O)NC(NC(=O)c2occc2)(C1=O)C(F)(F)F,796297
CC(C)C(=O)C(C)(C)CCc1ccccn1,912516
CN1C(=O)N2CC[C@@H]3[C@H]([C@H](O)[C@H]4O[C@@H]4/C/3=N/OCc5ccccc5)N2C1=O,977413
CC[C@@]1(Cc2ccccc2O1)C3=NCCN3,781401
C[C@H]1CC(C)(C)C[C@@](C1)(OCCN2CCCCC2)c3ccccc3,871044
CS(=O)(=O)N1CCC2(CC1)CN(C2)C(=O)Nc3ccccc3,838830
C(Nc1ncnc2ccc(cc12)c3cccnc3)c4ccccc4,913066
CN(C)CCCN1c2ccc(O)cc2Sc3ccc(Cl)cc13,80414
CN1C(=C(N=Nc2ccc(cc2)S(=O)(=O)N)C(=O)N(C)C1=O)N,995019
O=C1Oc2cc(ccc2c3ccccc13)\N=C/c4ccc5OCOc5c4,786541
CC(C)[C@@H](OCc1ccccc1)[C@H](C)\C=N/O[C@H]2C=C[C@@H](CC=C)O[C@H]2CO,937850
Cc1ccc2OC=C(\C=C\C(=O)O)C(=O)c2c1,968241
OC(CCCN1CCCCC1)(c2ccccc2)c3ccccc3,86466
[Na+].Nc1ncnc2c1nc(Sc3ccc(Cl)cc3)n2[C@@H]4O[C@H]5COP(=O)([O-])O[C@@H]5[C@H]4O,857394
N#Cc1cccc(c1)c2nc(NCCN3CCOCC3)c4ccccc4n2,1020054
CC(C)(C)NC[C@@H](O)COc1cccc2[nH]c(cc12)C#N,939899
Fc1ccc(Cn2c(SCc3ccc(F)c(c3)C(F)(F)F)nnc2C(F)(F)F)cc1,726527
NC(=N)N\N=C/c1c(Cl)cccc1Cl,755670
COc1ccccc1NC(=O)Nc2nc(nc3ccccc23)c4cccnc4,113731
Cc1ccccc1c2nc(NCCN3CCOCC3)c4ccccc4n2,860106
CN(C)c1ncnc2ccc(cc12)c3cocc3,798239
Clc1cccc(Cl)c1C(Nc2nncs2)Nc3nncs3,1034461
CCOc1cc(N=C(S)NCC2CCCO2)c(OCC)cc1NC(=O)c3ccccc3C,981913
CC(C)OCCCN1CN(c2nc3ccccc3nc12)S(=O)(=O)c4cccc(Cl)c4,944855
Cl.CN1CCc2c([C@@H]1c3ccccc3F)c4[C@@H](N(C)CCc4n2C)c5ccccc5F,770384
Fc1ccc(NC(=O)c2ccc(nc2)n3ccnc3)cc1,997055
Cc1ccc2c(c1)c3CCC[C@@H]4NCCn2c34,1014013
COc1ccc(cc1)c2c(C)nn(Cc3ccccc3)c2N,765197
CCn1c(CC(=O)Nc2ccc(C)cc2)nnc1SCC(=O)Nc3nc(C)cs3,866903
CCOC(=O)N1CCN(CC1)C(=O)c2ccc(Cl)c(c2)S(=O)(=O)N3CCOCC3,971784
CC(C)[C@H](O)C1=CCCCC1=O,1120380
CC(=O)OC[C@@H]1O[C@@H](O\N=C/2\C[C@@H](O)[C@@H](O)[C@H]3[C@H]2CC[C@H]4[C@H]3C(=O)N(Cc5ccccc5)C4=O)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@@H]1OC(=O)C,866829
Cc1cc(C)c2cc(CN(Cc3nnnn3Cc4ccc(F)cc4)C5CCCC5)c(O)nc2c1,1029121
C[C@](N)(CCP(=O)(O)O)C(=O)O,912668
Cc1ccc(NP(=O)(Oc2ccccc2F)Oc3ccccc3F)cc1,841488
COCC(=O)N1CCC[C@@]2(CCN(C2)C(=O)Nc3ccc(OC)cc3)C1,1120622
C(Nc1ncnc2ccc(cc12)c3cocc3)c4cccs4,834743
CC(=O)N[C@@H]1CCSC1=O,1120710
CCOc1cc(\C=C\2/C(=O)N(Cc3ccc(C)cc3)C(=C2C(=O)OC)C)ccc1O,967677
CC(C)(C)c1ccc(cc1)C(=O)NCCC(=O)NCc2occc2,991113
Fc1cccc(c1)C(=O)N2CCC3(CC2)CCN(CC3)c4ccccn4,787685
Brc1ccc(OCC(=O)N2CCC(C2)c3ccccc3)cc1,940387
CC(=O)[C@@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C,759518
COc1ccccc1C2=C(C)Oc3c(CN4CCN(CCO)CC4)c(O)ccc3C2=O,952400
O=C1C=Nc2cnc(Oc3ccccc3)nc2N1C4CC4,819448
Cc1ccc(cc1)C(=O)c2cn(nn2)c3ccc(F)c(Cl)c3,811165
CC(=O)Nc1ccc(cc1)C(=O)NNC(=O)CCc2ccccc2,1103202
COc1cc2CCN[C@@H](C)c2cc1OC,669976
Cc1cc(nn1CC(=O)Nc2cccnc2)C(F)(F)F,1120833
Cc1ccc(NC(=O)Cc2ncc(cc2Cl)C(F)(F)F)cc1Cl,921494
CC[C@@H](Nc1ncnc2[nH]cnc12)C(=O)O,858680
Cc1nc(c(C#N)c(C)c1Cl)S(=O)(=O)NC2CCCCC2,806707
CNc1ncnc2ccc(cc12)c3ccccc3CN(C)C,939424
S=C(Nc1ccccc1)Nc2ccc(OCc3ccccc3)cc2,803714
Cn1cnc(c1SCC(=O)O)[N+](=O)[O-],823019
[I-].C[N+](C)(C)CCN(Cc1ccc(Cl)cc1)c2ccccn2,999582
CC(=O)c1[nH]c(C)c(C(=O)C)c1C,1095612
Nc1nnc(SCCOc2cccc(Br)c2)s1,817319
CCC(=O)Nc1nonc1c2nc3ccccc3n2N(C(=O)CC)C(=O)CC,909465
O=C(N1CCC[C@@]2(CCN(Cc3ccccc3)C2)C1)c4csnn4,786401
CN1\C(=C\C=C(\C#N)/C(=O)N)\C(C)(C)c2ccccc12,806176
C[C@@H](SCc1ccccc1)C(=O)O,1120273
CCN(CC(=O)Nc1ccc(cc1)N2CCOCC2)Cc3nc(O)c4ccccc4n3,997910
CCOc1ccc(\C=N\n2c(SC)nnc2c3ccccc3)cc1OCC,1700453
Cc1cc(Cl)ccc1Oc2ncc(cn2)c3ccc(Cl)cc3,920849
CC(C(=O)Nc1ccccc1C)c2cccc(c2)C(=O)c3ccccc3,882027
CN(C)c1ccc(cc1)c2nccc(n2)N3CCN(C)CC3,938389
CC(C)Cc1nc(N2CCN(CC2)C(=O)c3ccccc3)c(C#N)c4CCCc14,889591
CC(=O)N(CC(=O)O)c1ccccc1C(=O)O,1104423
C\C=C\1/C[C@H](C)[C@@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,1023602
O=C(N1CCN(C\C=C\c2ccccc2)CC1)C3=NN(Cc4ccccc4)C(=O)c5ccccc35,930571
COc1cc(\C=C/C(=O)N2CCC=CC2=O)cc(OC)c1OC,880581
O=C(NCCCN1CCOCC1)c2cc(c[nH]2)C(=O)C3CC3,1120557
Cc1cccc(NC(=O)c2sc(NC(=O)COc3ccccc3C)c(C#N)c2C)c1C,964695
COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O[C@H]4O[C@@H](CO[C@H]5O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H](O)[C@@H](O)[C@@H]4O)cc3O2,738598
COc1ccccc1CN2CCCC3(CCN(CC3)C(=O)c4ccncc4)C2,898760
CN(C)c1ncc2N=C(C(=O)N(CCC#N)c2n1)c3ccccc3,752223
CN(Cc1occc1)c2cc(ncn2)c3cccnc3,978819
O=C(Nc1ccc2ccccc2c1)[C@H]3C[C@@H]3[C@H](NP(=O)(c4ccccc4)c5ccccc5)c6ccccc6,954716
Cc1ccc(NC(=Nc2nc(CC(=O)Nc3ccccc3)cs2)S)cc1,885757
OC(=O)c1ccc(CSc2oc3ccccc3n2)cc1,892111
COc1ccc(NC(=O)c2cc3sccc3n2Cc4ccc(F)cc4)cc1OC,827786
CN(C)Cc1ccccc1c2cc(ncn2)n3ccnc3,743004
Cc1ccc(C)c(c1)N2CCN(CC2)C(=O)C3CCN(CC3)S(=O)(=O)c4cccc5nsnc45,991321
OC(=O)c1ccccc1C(=O)NNc2ccc(Cl)cc2,746103
C[C@H](NC(=O)c1ccc(Cl)c(Cl)c1)c2ccc(cc2)c3ccccc3,747088
CC(=O)NCCNc1nc(nc2ccccc12)c3ccccc3C(F)(F)F,822684
CCNc1ncc2N=C(C(=O)N(Cc3cccc(OC)c3)c2n1)c4ccc(OC)cc4,801590
Fc1ccc(cc1)c2csc(n2)N3CCC(C3)c4ccccc4,933876
COC(=O)c1ccccc1c2oc(\C=C\3/C(=O)N(N=C3c4ccccc4)c5ccccc5)cc2,737349
CC1=Nc2cnc(OCc3ccccc3)nc2N(Cc4ccc(F)cc4)C1=O,1033412
[O-][N+](=O)c1cccc(c1)C(=O)NCc2ccccn2,1023376
CN1C(=O)N(C)c2nc(Cl)n(Cc3ccc(Cl)c(Cl)c3)c2C1=O,814500
CC(C)Sc1cc(nc(n1)c2ccc(F)cc2)N3CCCC3,877642
COc1cc(NC(=O)c2cc3nc(cc(c4ccccc4)n3n2)c5ccccc5)cc(OC)c1OC,971569
CCCn1nc2cc(ccc2c1OCC)C(=O)NCc3ccc(OC)cc3,810034
CSc1nnc(c2cc3c(nn(C)c3s2)c4ccccc4)n1C,724898
OC(=O)c1ccc(Oc2nc3ccccc3s2)cc1,1027768
CO[C@H]1COC(=O)[C@@H](CCSC)NC(=O)C\C=C/[C@@H](C)[C@@H](COC(=O)[C@@H](OCc2ccccc2)\C=C/[C@@H]1C)OC,795592
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc4ccc(O)cc34.OC(C(O)C(=O)O)C(=O)O,850832
Brc1ccc(cc1)S(=O)(=O)NCC(=O)N2CCOCC2,1120783
Nc1nc(N)nc(CCCc2nc(N)nc(N)n2)n1,1028124
CC(=O)N1CCC2(CCCN(C2)C(=O)Nc3cccc(F)c3)CC1,897322
CN1CCN(CC(=O)N2CCN(C2)S(=O)(=O)c3ccc(C)cc3)CC1,786428
Cc1cnc(CNc2ccnc(n2)c3c(C)onc3C)cn1,938349
CCCC\C=C\C(NC(=O)c1cccs1)c2ccccc2,918581
