ID	STANDARD_VALUE
992903	*
972102	*
48849	*
815319	8912.51
4381	*
995148	10000.0
921521	*
978895	*
1023728	5011.87
1031339	2511.89
884959	*
869531	15848.93
952592	15848.93
884791	3162.28
780763	1995.26
702507	*
840698	*
1032210	*
945673	*
779416	*
1120924	*
1096747	2238.72
1120941	*
813347	15848.93
1031752	1258.93
857608	630.96
875012	1412.54
954866	1258.93
757990	1000.0
844829	5011.87
968705	6309.57
1012196	17782.79
872295	14125.38
844090	3162.28
1120846	*
642324	*
876083	*
950497	*
920833	*
753841	*
1634446	*
748964	*
915435	*
751642	*
921782	*
1120262	*
832957	3981.07
16314	50118.72
822424	15848.93
1015654	*
988537	*
785181	*
818840	*
435217	*
730870	*
599227	*
1120836	*
838794	*
781329	*
1120281	*
879835	*
908284	*
1679893	25118.86
827366	5623.41
811009	630.96
460978	398.11
902544	14125.38
736658	2238.72
858970	15848.93
583916	3981.07
270766	*
832012	*
849307	*
112480	*
846962	*
833894	5011.87
1016980	3981.07
840298	25118.86
859803	*
769776	*
740142	3162.28
934896	15848.93
1121085	*
819753	3162.28
724817	10000.0
857485	*
836942	14125.38
968852	12589.25
943257	11220.18
862057	*
973680	*
369183	15848.93
795239	*
808041	2511.89
940506	*
761592	*
982321	*
1014114	10000.0
913864	*
1016348	398.11
230691	*
904672	*
813383	*
390097	12589.25
1688263	22387.21
787159	5011.87
1680235	10000.0
881487	*
785395	3548.13
921	*
793206	12589.25
845274	1122.02
764264	25118.86
726352	*
941213	*
1688831	15848.93
1679006	*
913963	*
38898	31622.78
895295	*
797680	*
907556	3981.07
906450	891.25
916525	*
955383	*
784705	7079.46
896616	15848.93
864126	*
778157	*
1120544	10000.0
1113819	5011.87
914169	7943.28
24304	*
778825	10000.0
802526	15848.93
768335	14125.38
952973	*
754695	*
759944	15848.93
819819	3981.07
766697	*
1017960	*
1011637	*
800456	*
812744	*
939649	*
1113810	*
922899	*
902404	12589.25
808361	1995.26
897201	3981.07
760687	25118.86
940957	3981.07
994289	*
984768	*
795315	*
1104276	*
1684495	*
1703195	1122.02
936872	*
1020119	6309.57
940414	15848.93
949637	15848.93
943740	22387.21
1120776	*
1021358	3981.07
922770	12589.25
1027920	*
10099	*
171307	*
886582	*
217531	1584.89
970240	*
835728	*
960343	10000.0
869962	*
902653	14125.38
11434	*
1008816	8912.51
780018	*
808951	*
1121019	*
993846	3162.28
872530	*
854484	*
1031772	15848.93
869398	*
762958	*
781222	12589.25
47003	31622.78
754921	1995.26
1699769	14125.38
851214	25118.86
30470	15848.93
750225	10000.0
828531	*
726958	5011.87
777659	22387.21
914318	*
1701381	22387.21
983874	*
806839	*
800173	22387.21
894279	*
94571	7943.28
872436	*
820145	398.11
741262	15848.93
837190	11220.18
1018256	199.53
1014351	*
830321	794.33
314172	*
935911	31622.78
903102	501.19
953243	*
876592	2238.72
937959	15848.93
742177	15848.93
1036804	17782.79
738673	19952.62
780118	15848.93
779985	*
46378	15848.93
1120404	25118.86
763693	*
1033697	*
1682600	1122.02
202965	12589.25
754614	4466.84
1034465	*
880776	*
809066	1584.89
1027929	*
823782	*
1120222	*
798507	7943.28
864406	12589.25
1682687	*
784662	*
761862	*
861331	*
442570	*
16456	*
772329	*
964888	*
975264	19952.62
986614	446.68
951889	*
728602	14125.38
1120376	6309.57
1120873	25118.86
740663	1995.26
1099582	*
724943	7079.46
781173	10000.0
1121134	*
888077	*
1120884	*
786304	*
744358	*
938027	*
741472	*
1002075	*
1031118	*
1310974	*
744157	*
1006613	*
864469	*
976293	*
978297	*
793739	*
906265	*
1089908	*
1701666	*
792672	*
959256	5011.87
1010210	14125.38
984073	*
741342	*
202242	*
2654	*
782131	*
723268	*
786511	*
1121081	2238.72
874339	25118.86
941701	15848.93
777165	28183.83
904764	3981.07
438288	*
879525	*
748524	14125.38
847560	*
782264	3162.28
1686471	15848.93
980712	3981.07
949815	7079.46
101365	6309.57
1295020	6309.57
760980	6309.57
874440	*
365538	*
839745	*
443010	*
833573	501.19
991189	25118.86
975194	*
871521	*
1121259	*
1564	1258.93
651619	10000.0
812595	1778.28
857842	5011.87
957652	4466.84
979276	25118.86
857610	10000.0
206035	25118.86
781902	3162.28
1120307	7079.46
851015	*
909538	*
780022	3162.28
740258	*
1028145	*
939870	*
1025815	*
1121030	*
1121039	*
10685	*
618325	*
150806	*
798158	*
878133	794.33
857660	12589.25
821141	15848.93
1315079	22387.21
1120414	5623.41
820347	31622.78
995640	3162.28
1085372	*
813727	*
433392	*
893535	*
956488	*
507405	35481.34
1035777	25118.86
752717	794.33
798102	3981.07
936197	*
1120771	*
883642	*
745474	*
642903	*
798594	12589.25
829035	4466.84
914384	2511.89
788182	354.81
998460	3162.28
1017892	3162.28
799981	11220.18
852489	25118.86
740366	*
985622	17782.79
772160	*
987215	4466.84
792670	8912.51
1006177	35481.34
752930	3162.28
776815	14125.38
759538	25118.86
786189	11220.18
805983	12589.25
1112959	1258.93
792849	1584.89
1120304	14125.38
859100	12589.25
968016	22387.21
842765	*
749166	*
783415	*
879984	*
793367	*
873017	*
748549	*
755015	*
82738	*
123693	*
11819	*
28112	12589.25
817154	3548.13
898210	7943.28
1104255	7079.46
853478	2238.72
899076	*
135181	*
991149	*
789396	*
961892	*
906037	*
995589	*
802324	2511.89
1090006	2511.89
806613	1995.26
1120381	*
1031637	*
1120282	*
987895	*
1153661	*
861105	*
821416	*
871867	*
1032695	707.95
803590	12589.25
820859	7943.28
858782	3162.28
940054	199.53
971299	*
758167	*
975084	3981.07
163024	*
145025	*
867461	*
1008663	*
996071	*
910985	*
51042	*
960643	*
788755	*
742164	*
729140	8912.51
771089	11220.18
862545	39810.72
800027	15848.93
329583	15848.93
978921	2511.89
781866	1995.26
821374	*
729137	*
19137	*
865707	1258.93
729967	25118.86
749717	1995.26
999795	39810.72
1103139	25118.86
941132	*
780350	31622.78
778597	6309.57
1702225	14125.38
863829	15848.93
766545	10000.0
767452	39810.72
844782	14125.38
265957	*
900177	10000.0
820963	25118.86
1688707	31622.78
745731	3162.28
814415	28183.83
924267	25118.86
923098	39810.72
831191	10000.0
959519	15848.93
936961	*
735917	25118.86
1020231	*
781608	5011.87
979746	4466.84
733441	10000.0
1017116	*
873152	12589.25
827164	15848.93
704916	1258.93
918493	15848.93
865318	*
421007	1000.0
938013	12589.25
6243	12589.25
1019050	316.23
898352	1995.26
1036470	17782.79
804859	28183.83
1293639	7079.46
741347	12589.25
935083	6309.57
979561	22387.21
921276	*
757333	3548.13
728539	*
829449	*
112655	*
976049	10000.0
883978	5623.41
421346	10000.0
1007501	*
880338	3981.07
1683860	*
1120542	*
804234	*
999453	*
944272	5011.87
941649	3981.07
782293	*
38940	*
980340	7943.28
880214	*
971141	*
801651	14125.38
821228	*
800607	25118.86
799315	15848.93
793126	*
1703532	*
507592	12589.25
982297	794.33
907091	14125.38
818615	7943.28
769532	14125.38
1024094	*
1111679	*
957811	*
818186	316.23
897407	*
1030946	*
1036559	12589.25
788175	*
822199	*
995813	12589.25
1006009	891.25
880692	*
753596	*
742233	12589.25
788595	*
15990	*
461446	3162.28
917722	10000.0
801914	28183.83
767252	3162.28
797142	*
65455	*
740142	3162.28
804525	*
751642	*
454070	*
869773	1995.26
781265	*
746094	*
983952	*
897438	*
731133	*
781540	*
963123	*
1120392	14125.38
1120220	14125.38
202450	10000.0
114810	*
1684457	*
216440	*
839823	*
821710	*
47261	*
847749	*
983187	*
740398	*
1120527	*
757019	*
983130	15848.93
851070	4466.84
742554	*
899572	*
936567	*
821797	7943.28
1024697	6309.57
837866	7943.28
847688	31622.78
992134	10000.0
907739	3162.28
816808	14125.38
754269	2511.89
1018018	2511.89
827653	31622.78
757852	12589.25
911010	5011.87
786388	35.48
874001	*
1010719	*
1035883	*
81407	*
1095525	15848.93
727231	*
783275	25118.86
1003983	12589.25
1090934	14125.38
953427	3981.07
26180	15848.93
782197	*
911048	*
746523	*
1699922	*
994805	*
858125	*
1111392	*
1010978	*
61784	*
745093	*
1121238	*
870144	2511.89
534135	14125.38
3599	12589.25
755805	3548.13
810455	5011.87
948337	3162.28
1019255	3162.28
797702	*
1698650	*
1698708	*
1288964	*
902388	*
872148	*
1120615	*
910576	*
1121221	*
793024	3162.28
731321	2238.72
782147	251.19
815093	12589.25
976161	2511.89
885123	2818.38
836212	*
872863	*
778886	12589.25
1682565	*
875617	3981.07
914920	*
1002210	*
1121177	*
1702957	14125.38
1024637	2511.89
987381	2511.89
1120670	*
996341	8912.51
999157	12589.25
101547	*
821761	*
966475	14125.38
755737	*
748115	*
1037117	31622.78
1697910	*
761363	12589.25
820893	*
1096822	*
1120794	*
761047	*
940590	*
1120933	22387.21
825127	10000.0
860391	3162.28
968263	10000.0
1699402	*
778562	25118.86
1103087	22387.21
861147	3981.07
1120659	11220.18
760296	*
810161	*
1120538	*
979253	3981.07
147956	*
878062	*
1688079	*
794528	*
955183	12589.25
781825	15848.93
795990	*
1032868	*
758744	*
425372	*
935277	*
895815	2238.72
480605	10000.0
909832	14125.38
1702963	5011.87
1684019	15848.93
93164	*
796835	*
949600	*
388781	*
1702308	8912.51
981096	14125.38
978771	3981.07
1015683	*
938527	*
744803	*
964456	*
755662	*
801594	*
1120513	*
992861	*
896749	*
1826031	*
954969	*
1023486	10000.0
890753	6309.57
209964	10000.0
968875	25118.86
985463	3162.28
1108795	*
11254	*
503111	*
705669	*
842355	*
52656	19952.62
1025934	2511.89
934214	3981.07
643059	15848.93
956805	3162.28
460773	199.53
953832	12589.25
846816	14125.38
421122	10000.0
1701342	12589.25
1025184	2818.38
946116	31622.78
913096	*
830005	*
927116	*
852828	*
675242	*
668982	*
1035707	*
750438	*
349026	*
1084522	*
1120692	*
918863	*
837967	7943.28
999392	*
1120716	*
895913	14125.38
899992	*
1034002	*
29989	*
886798	2818.38
1120212	*
430398	10000.0
836756	*
894975	2511.89
1019711	*
946095	*
1687077	*
954849	*
1120630	14125.38
936205	*
1120329	*
739422	15848.93
799932	8912.51
1686035	*
896431	*
1015484	*
795921	794.33
379875	*
936953	*
995400	*
1025439	*
876134	1258.93
1355935	*
757268	*
936354	*
764401	*
741925	12589.25
55444	19952.62
1000256	*
788139	14125.38
792779	15848.93
216121	*
1017850	*
768215	*
920130	3981.07
948189	12589.25
1084031	25118.86
993448	*
744135	*
872372	*
112315	25118.86
33060	*
914778	*
959287	5011.87
855678	*
846114	1778.28
1358472	*
842406	14125.38
726877	*
820582	25118.86
60422	7943.28
892698	19952.62
784598	17782.79
836334	3162.28
906674	*
938554	*
913024	19952.62
738109	15848.93
744402	3981.07
797266	*
880530	7943.28
938649	3162.28
997619	28183.83
761779	501.19
916962	*
1019746	28183.83
909186	*
923721	*
905919	22387.21
876789	28183.83
729294	*
924655	*
10455	*
866550	7943.28
1317311	*
1106238	4466.84
879764	*
929670	*
754332	12589.25
742500	*
816038	*
1699958	*
779939	*
915172	3162.28
860730	*
745005	*
905694	7943.28
763454	*
993807	*
24804	*
1121058	*
845642	5011.87
1120774	*
860404	*
830344	11220.18
372449	*
939688	5011.87
298801	12589.25
940190	*
1027277	15848.93
1017539	*
759986	*
849395	25118.86
1702203	12589.25
925284	25118.86
1024504	5011.87
870485	7943.28
891248	25118.86
861662	15848.93
1682838	*
782226	*
993236	7079.46
881189	*
723409	354.81
871924	*
861375	15848.93
1006082	*
3730	15848.93
820258	398.11
790513	5011.87
897638	19952.62
975208	*
1017316	*
750156	31622.78
702507	*
901163	891.25
939245	15848.93
77103	*
972827	*
848692	1122.02
979888	*
820953	*
872995	3548.13
1700502	3162.28
898922	*
1100296	*
841494	*
723963	*
1022771	*
1006550	3162.28
13358	31622.78
820626	*
902645	5011.87
737674	*
984156	*
759198	*
741948	15848.93
937342	*
910831	*
986779	*
748041	*
1030142	17.78
784485	12589.25
739414	19952.62
828885	10000.0
757449	*
173	*
835427	25.12
793070	*
799358	*
1034489	*
751371	*
921809	14125.38
786432	10000.0
944925	*
919770	4466.84
837561	*
753001	*
734427	7079.46
827715	11220.18
868910	2511.89
990868	*
834513	*
819383	*
758817	*
1689029	1122.02
951735	7079.46
1120535	*
770883	*
1286850	*
175743	*
990291	3548.13
1006316	7943.28
954905	*
1106669	*
1022655	1000.0
1027426	6309.57
1035434	*
368320	*
995122	*
890256	*
899021	*
945157	*
804596	25118.86
904973	*
47194	*
442	*
935019	*
855837	*
824784	*
939294	*
881108	12589.25
1120691	*
941919	15848.93
992276	*
813912	1258.93
1006303	10000.0
1548157	*
951839	10000.0
10122	*
859783	15848.93
943609	*
1683342	11220.18
823373	12589.25
841190	*
742542	*
121277	*
139608	*
746985	*
840569	28183.83
911387	3981.07
822553	*
421191	12589.25
1699493	17782.79
852810	*
760666	*
875355	25118.86
976065	10000.0
1121142	*
981044	*
1121091	*
990072	*
948111	*
1015074	15848.93
731668	14125.38
1014146	15848.93
880756	398.11
821588	*
797445	8912.51
1120293	*
987280	3162.28
761757	*
42147	15848.93
857592	1995.26
1687775	3548.13
948477	3981.07
741061	31622.78
1004149	*
813707	3981.07
799751	*
930960	*
1120944	*
916611	25118.86
862650	12589.25
1799671	*
93895	5011.87
1026095	12589.25
787358	14125.38
943337	2511.89
1701611	5011.87
989099	2238.72
1028808	*
945971	4466.84
940360	12589.25
874159	15848.93
819259	*
1120822	*
1031981	*
723116	*
783575	5011.87
884437	11220.18
955560	12589.25
824122	15848.93
954198	3162.28
945324	3981.07
192290	6309.57
998510	15848.93
814338	8912.51
985811	3981.07
1682100	22387.21
780902	1000.0
1088460	8912.51
1548066	*
1703768	*
1016173	*
1120730	*
991356	5011.87
1688631	14125.38
1688635	12589.25
934773	*
787231	*
762113	*
1684244	*
819080	*
730081	*
442681	*
755618	7943.28
813524	7079.46
4011	*
1121207	*
742449	3162.28
739729	19952.62
899786	12589.25
674892	*
814073	31622.78
790551	*
1030577	*
1120648	*
1121189	*
820061	*
1121218	*
662381	6309.57
743655	*
1020822	14125.38
209510	10000.0
997697	*
864677	*
790107	*
764721	*
1121227	*
780002	*
975432	*
745159	*
899250	1258.93
825098	3162.28
750016	25118.86
733150	*
1022858	*
870627	7943.28
923369	39810.72
772767	25118.86
5969	15848.93
754241	12589.25
100867	10000.0
825743	7943.28
995022	2511.89
792548	7943.28
741596	25118.86
1700638	15848.93
919657	25118.86
1120585	*
785385	*
989250	891.25
952054	12589.25
941770	28183.83
983712	*
123693	*
849057	3981.07
33630	*
794128	10000.0
777633	8912.51
816159	15848.93
990068	8912.51
912802	794.33
797945	*
873768	*
1685934	*
786764	*
779739	3162.28
877100	5011.87
773756	19952.62
981674	11220.18
932769	22387.21
460771	158.49
779724	316.23
947463	15848.93
1009208	891.25
25497	3981.07
779602	15848.93
727938	2818.38
905349	3981.07
902972	2511.89
244653	10000.0
1015503	10000.0
1105206	25118.86
751592	25118.86
1003638	3548.13
728362	15848.93
1697652	2238.72
894013	*
1120272	*
867863	25118.86
894683	*
729002	*
793526	14125.38
608724	*
937974	*
742457	*
1095796	*
782006	12589.25
979403	10000.0
242993	*
886614	*
1120480	*
770955	*
728611	*
916230	1000.0
989898	14125.38
819489	15848.93
1121075	*
818614	*
863094	25118.86
92829	7943.28
14126	*
821061	3162.28
223582	*
1009717	14125.38
743257	*
768767	*
835866	*
1030264	3162.28
857661	*
1120454	*
946639	5623.41
755511	3981.07
920254	1122.02
780389	398.11
92829	5011.87
27341	*
1087467	*
1688116	*
871217	*
739301	12589.25
680077	*
1021696	1000.0
765284	*
302307	25118.86
839194	11220.18
705376	*
895484	*
1001320	*
988021	*
735301	*
812118	7079.46
808214	1122.02
802092	*
753339	*
821479	*
1089590	*
1015714	*
880795	17782.79
910264	562.34
972808	11220.18
725881	15848.93
822110	3162.28
126238	*
948179	22387.21
849855	10000.0
111482	*
1120879	*
1120657	*
1120574	1000000000.0
735023	*
780247	*
835813	*
1028056	12589.25
858841	*
240574	*
1681918	14125.38
173205	794.33
1099845	25118.86
1121077	*
978795	*
1314436	1995.26
889312	*
1120911	*
1120389	*
976591	630.96
916571	15848.93
1003405	7943.28
1121140	*
1121235	*
868475	*
30697	*
743196	5011.87
1684804	*
1685995	22387.21
759564	*
821090	*
834121	*
982395	10000.0
780692	1584.89
1008867	2238.72
837445	*
896503	*
959478	*
914176	*
770321	12589.25
903947	*
761271	5011.87
915858	*
958985	22387.21
1120415	*
8193	*
747568	5011.87
1004829	*
741116	15848.93
872175	1000.0
855937	*
1120475	*
962648	*
1029503	*
1120817	*
734328	*
1026942	*
170071	*
1025075	*
929149	891.25
831411	3981.07
949067	*
983422	39810.72
847662	*
1120331	*
945236	1000.0
1005292	15848.93
1018168	*
950557	*
831188	*
35324	*
1036180	*
1120978	*
364141	*
1002068	*
421520	5011.87
968382	7943.28
963	*
977650	*
818142	12589.25
954556	5011.87
976845	*
460910	316.23
824657	*
749140	*
920983	1412.54
787666	*
675185	*
913589	*
1108707	14125.38
1010274	15848.93
1697646	3548.13
805470	5011.87
1120509	2818.38
829430	3162.28
1028116	3162.28
904516	15848.93
747008	15848.93
778995	15848.93
860063	15848.93
889242	19952.62
1700882	*
909207	*
895804	*
834553	1584.89
903796	3162.28
915155	25118.86
743176	39810.72
524375	31622.78
898592	3981.07
986716	1584.89
985602	11220.18
785345	39810.72
909513	*
1029240	2511.89
958657	*
882765	*
1015089	3162.28
886762	*
1120267	*
968429	12589.25
977624	5011.87
879322	25118.86
936466	25118.86
739875	15848.93
1121258	*
954254	*
997955	*
266225	*
1029887	22387.21
751455	*
974900	*
831171	14125.38
102920	12589.25
1030143	8912.51
460430	10000.0
931378	11220.18
1120383	*
1701331	3162.28
65093	15848.93
167271	15848.93
820087	3162.28
1115614	14125.38
865477	2511.89
933122	*
778661	7943.28
950318	*
782450	*
68396	19952.62
731100	*
755629	*
77652	*
704626	*
1120705	*
852233	*
27629	*
944037	1995.26
953192	2511.89
189204	*
976857	*
978067	15848.93
1311674	*
1684819	17782.79
799869	7079.46
742393	12589.25
839215	1584.89
1023275	2238.72
1120877	*
157152	10000.0
8692	*
792166	*
834643	3162.28
752978	7079.46
834787	*
270661	*
1318511	8912.51
845057	*
745107	*
836993	*
1015432	7943.28
959815	15848.93
864174	11220.18
985806	*
874915	25118.86
795328	25118.86
865621	7943.28
786446	5011.87
1015344	7943.28
806754	3548.13
760405	891.25
938324	1995.26
944258	10000.0
793929	14125.38
837049	398.11
938807	251.19
877864	15848.93
675793	19952.62
739600	1000.0
753514	2511.89
1020715	1122.02
804794	11220.18
844641	*
910005	*
932340	25118.86
938795	7943.28
841329	*
1008871	*
843240	446.68
939608	7943.28
1097446	*
976698	25118.86
955663	28183.83
1289453	*
318303	*
802828	*
1685670	14125.38
379875	*
1018532	6309.57
957737	794.33
782444	3981.07
926232	22387.21
1698570	*
790364	*
897677	25118.86
1013793	3162.28
877756	3162.28
933267	7943.28
1004594	28183.83
779111	12589.25
742148	*
835280	7943.28
894214	4466.84
109480	*
917359	12589.25
1120937	*
984642	*
1680755	*
1017942	199.53
758986	14125.38
738389	*
922950	*
984329	*
1121167	*
1002558	28183.83
498748	*
752992	*
890715	7079.46
821717	*
936626	*
750417	14125.38
109312	*
927075	15848.93
1685587	25118.86
915660	3981.07
1120811	*
522894	*
918499	*
761835	*
859177	3162.28
1121180	*
11066	3162.28
1313457	*
884564	1122.02
740897	*
624251	*
746559	5011.87
858192	*
1121114	22387.21
824196	*
933055	4466.84
1697586	*
193460	7943.28
875759	3548.13
894574	8912.51
768193	*
911758	*
319052	*
819388	*
836158	15848.93
705376	*
937696	15848.93
795024	10000.0
1029922	3162.28
862083	39810.72
899265	10000.0
872723	12589.25
940405	12589.25
759320	2511.89
741686	12589.25
805897	3162.28
859770	12589.25
1684135	*
832758	25118.86
952424	*
919135	*
907015	*
930522	1000.0
1005580	*
903147	3162.28
823890	7079.46
998103	25118.86
1026984	3981.07
1002006	15848.93
829962	12589.25
1031881	14125.38
788256	3162.28
1006081	2238.72
867047	2511.89
1006644	891.25
1003865	3548.13
852863	14125.38
795195	3981.07
879346	3162.28
892290	15848.93
824430	3162.28
874820	7943.28
730504	15848.93
906039	12589.25
730192	7079.46
970020	15848.93
876816	15848.93
827501	11220.18
829642	31622.78
737293	4466.84
1564	3162.28
834295	3981.07
733189	14125.38
1120841	14125.38
1014440	15848.93
1020836	5011.87
432377	19952.62
908498	25118.86
826379	3981.07
814864	14125.38
832120	3548.13
777304	14125.38
817364	12589.25
726309	17782.79
859672	3981.07
898156	7943.28
899368	5011.87
460186	3981.07
772756	2818.38
936734	25118.86
975686	25118.86
181856	31622.78
778894	19952.62
979521	11220.18
1008642	28183.83
979280	1584.89
862207	1000.0
826377	11220.18
1020899	17782.79
1686092	15848.93
912655	3981.07
755328	1000.0
953763	3981.07
994630	7943.28
829580	177.83
77770	11220.18
1002338	12589.25
1104921	15848.93
987768	5011.87
866343	*
848977	707.95
940983	*
738056	*
818236	*
793780	*
1023491	3981.07
1678579	*
620062	*
9837	*
955556	794.33
430012	39810.72
865971	1000.0
1418009	12589.25
2046	*
1030077	14125.38
732567	3981.07
890526	12589.25
983667	*
981448	79.43
2516	*
781643	15848.93
999564	*
857865	10000.0
1684696	*
936191	3981.07
946538	*
904315	*
948869	17782.79
752050	7079.46
898967	2511.89
845146	11220.18
780617	12589.25
770734	14125.38
195260	1258.93
898487	*
990189	*
915890	*
1031594	*
856528	*
907902	*
1288353	6309.57
962075	*
802762	14125.38
1036017	25118.86
889005	11220.18
1683614	7943.28
1014702	31622.78
891824	4466.84
863542	*
733530	*
1121136	*
989120	19952.62
823358	*
8715	*
923803	14125.38
799353	3162.28
748977	25118.86
925290	14125.38
1109466	*
1120931	*
985551	3162.28
1120286	*
1032309	11220.18
996159	19952.62
824672	3981.07
957456	10000.0
1699365	22387.21
1120775	*
728678	7943.28
738471	5011.87
786526	25118.86
833893	14125.38
946466	2238.72
899222	1000.0
369507	*
920356	*
772993	1412.54
858509	*
820274	*
1687480	*
1120547	*
818738	501.19
976038	*
122138	39810.72
976940	*
802843	*
861637	*
748218	7943.28
900043	3162.28
820443	7943.28
907673	*
98828	*
828742	28183.83
1015457	*
861790	12589.25
1009534	15848.93
775115	4466.84
1019994	*
759661	*
723574	*
955468	*
21036	*
785469	7943.28
837285	*
1678741	19952.62
864895	17782.79
1012702	5011.87
1120354	*
1120592	*
104176	22387.21
946699	7943.28
1014482	6309.57
781285	25118.86
998891	4466.84
961067	12589.25
871322	2511.89
65082	*
990128	7079.46
828672	10000.0
944812	19952.62
877296	*
947284	*
627932	*
1120923	*
310169	*
795777	15848.93
741378	1995.26
1024135	*
980584	*
938652	*
991319	*
1029014	*
81407	*
900470	1995.26
924829	35481.34
976611	19952.62
963209	*
824551	7943.28
1121205	*
1014150	7943.28
1681020	12589.25
2080	*
777773	7079.46
806273	4466.84
957400	31622.78
757542	25118.86
804878	4466.84
840415	15848.93
854633	4466.84
744409	10000.0
731166	15848.93
1015614	*
767550	*
1703568	*
1120388	*
881027	*
782720	15848.93
984625	*
956327	2818.38
1035380	5011.87
894605	*
888705	*
1120758	*
820334	*
943533	501.19
899933	25118.86
989262	*
824226	15848.93
829678	*
959287	3981.07
885346	5011.87
818480	*
1120701	*
95707	3162.28
1678954	7943.28
27029	*
796193	3981.07
858917	3162.28
821460	*
891239	12589.25
997009	*
981705	*
1029283	*
740308	*
441223	*
877648	*
954954	10000.0
843945	4466.84
775096	*
782387	3162.28
910705	3162.28
905125	*
750598	*
859404	*
1035858	*
1121181	*
1290748	2818.38
838143	*
764342	4466.84
473309	3162.28
982718	25118.86
306429	*
781382	15848.93
762709	*
1684496	11220.18
822492	3981.07
938383	*
979364	15848.93
819222	79.43
923494	10000.0
942811	25118.86
839453	*
752948	*
1106001	19952.62
372431	*
759349	15848.93
908080	1258.93
807232	14125.38
906459	794.33
813060	4466.84
946565	*
949444	*
970551	25118.86
1702096	*
460908	316.23
745570	12589.25
920739	*
16978	*
1120689	*
914866	*
1121093	*
935605	*
824077	12589.25
804995	*
1120713	*
1701767	*
1021646	*
1020989	*
999783	14125.38
1703586	1122.02
800444	*
1095379	*
780055	*
960838	*
989472	*
831653	12589.25
778038	1995.26
959821	15848.93
316539	*
1081436	*
849571	25118.86
840119	630.96
755765	15848.93
846793	*
1011912	14125.38
752176	*
1106800	15848.93
938300	7943.28
8917	501.19
1022	*
872930	*
1035192	*
956042	*
1013014	1584.89
981163	31622.78
887852	1258.93
863146	25118.86
976604	5011.87
28553	*
873740	*
746624	*
938837	3981.07
798694	*
917828	25118.86
705751	*
898069	12589.25
940969	7079.46
50269	*
796094	2511.89
859309	*
746203	3162.28
979337	*
919101	*
995030	7079.46
733014	17782.79
1011351	2511.89
1025728	*
1120757	*
1120499	*
560586	3981.07
988861	17782.79
460543	*
49366	*
1019613	3981.07
738306	12589.25
1035029	3981.07
656697	2511.89
907191	17782.79
790330	5011.87
1698449	*
778209	*
929728	2511.89
922578	1995.26
822646	10000.0
817130	6309.57
902078	*
921022	2238.72
759203	*
836821	6309.57
766675	*
1120970	*
1121012	*
1120368	*
850600	*
1120347	*
912720	*
835341	1258.93
793850	1584.89
834817	7943.28
945344	35481.34
1080035	15848.93
248698	*
248698	*
740500	2511.89
1684801	39.81
1120899	*
947207	28183.83
827815	*
899209	*
1121069	*
791104	2511.89
753823	3162.28
1681031	1584.89
1022943	*
880218	4466.84
1120974	*
808859	*
781974	5011.87
952235	11220.18
952325	1995.26
792771	12589.25
760971	*
1100314	*
642242	*
909268	7943.28
822391	*
790267	7943.28
791111	*
744290	5011.87
821177	*
120466	*
941677	*
925384	4466.84
920636	*
380567	*
1007804	*
854363	*
1120901	*
1035333	*
939512	*
837569	*
785678	*
1355928	*
800202	*
28976	*
783589	14125.38
889993	6309.57
862558	3981.07
939661	*
1015849	6309.57
390095	12589.25
927424	*
819783	5011.87
972065	39810.72
875699	2818.38
480605	*
16879	*
753330	*
1120896	*
951208	*
1020166	3981.07
979117	*
908782	22387.21
1120430	*
799362	*
788830	*
1120753	*
116265	*
705276	19952.62
898013	*
402029	1000.0
1696653	25118.86
989494	251.19
426152	*
975402	12589.25
955884	5011.87
1031721	2238.72
865121	7943.28
963935	*
1120321	*
908884	3981.07
939713	*
777012	25118.86
379390	15848.93
904663	1258.93
1120524	*
841147	*
839738	*
965996	4466.84
786736	3981.07
1016104	5011.87
868285	*
2246	*
1008345	3162.28
968203	1258.93
902429	*
877635	*
893591	22387.21
852616	1778.28
833892	3162.28
1340339	31622.78
929950	15848.93
907311	19952.62
1120874	5011.87
1022243	*
863557	*
834965	2511.89
869406	15848.93
825569	*
927509	4466.84
482318	7943.28
743604	3162.28
1120352	*
461230	1995.26
1030021	*
821338	15848.93
819227	7943.28
208079	15848.93
902618	12589.25
1034234	3162.28
824478	3981.07
892149	*
859160	10000.0
880221	*
944100	3162.28
469763	2511.89
979003	*
799266	6309.57
1548477	*
1100999	11220.18
876292	15848.93
14075	2511.89
860359	12589.25
1116464	12589.25
756245	31622.78
1682514	28183.83
13693	5011.87
878957	3981.07
838517	5011.87
1680634	22387.21
1121104	*
987974	*
961104	10000.0
764748	*
914714	*
879899	15848.93
942416	*
757040	3162.28
1120529	*
1026007	31622.78
886700	1412.54
779292	630.96
913396	11220.18
152391	15848.93
725970	12589.25
909115	14125.38
846228	10000.0
900675	7943.28
953688	501.19
851122	22387.21
975251	*
875678	*
938471	*
723098	*
515430	*
23634	*
747968	*
1100377	*
819165	*
829343	*
859878	*
1120252	*
666137	19952.62
853582	630.96
862751	*
890012	*
1698610	5011.87
1120848	*
985937	*
802648	1000.0
989965	*
1681938	14125.38
915517	*
828540	4466.84
725830	22387.21
738066	*
757987	*
877207	*
834725	5011.87
955058	7943.28
1121029	*
888464	7943.28
954685	*
871957	*
10049	630.96
897007	6309.57
911278	*
