ID	STANDARD_VALUE
758731	10000.0
748236	25118.86
190629	*
791879	39810.72
766360	*
341383	*
947832	19952.62
896589	*
993157	*
798613	*
21325	*
899579	7943.28
964056	*
840518	*
823583	*
771092	398.11
986223	6309.57
1002014	3162.28
651619	3981.07
870332	*
859143	*
820563	*
771929	*
195651	*
789059	7079.46
754201	15848.93
1679790	15848.93
827664	*
791673	*
871415	*
875295	794.33
1002138	*
784884	*
1120985	*
831329	*
824375	2511.89
766220	14125.38
1120634	1412.54
656727	*
1121101	*
1007876	*
837272	*
736117	2818.38
736149	3981.07
777386	7079.46
1683433	11220.18
1120519	*
642269	*
264834	*
891225	*
768007	*
1699308	*
1026824	11220.18
975567	*
1120842	*
1153609	*
1697971	*
959789	1995.26
3784	*
920009	3162.28
951629	*
730466	*
47770	*
947449	*
927653	*
889171	*
819110	7943.28
894020	3162.28
937911	31622.78
584268	*
1699117	*
799364	*
705937	*
954014	*
957545	10000.0
975613	*
927271	6309.57
890161	14125.38
81347	*
835462	15848.93
907141	15848.93
1025546	15848.93
33470	*
977461	*
992349	19952.62
171170	*
1015876	15848.93
776890	*
986473	1584.89
991005	14125.38
928839	*
139866	5011.87
754183	354.81
1017745	15848.93
1678946	7079.46
860328	3162.28
764270	3162.28
860044	15848.93
1121157	*
747767	*
726520	1000.0
856977	15848.93
1120566	*
861565	*
792750	15848.93
735664	14125.38
962531	7943.28
890084	3548.13
9837	3981.07
1700802	22387.21
919518	3162.28
761176	8912.51
1689076	31622.78
819181	3162.28
905788	*
869994	*
874257	5011.87
955565	*
928618	707.95
1120934	*
10099	*
903892	1995.26
836777	*
796160	*
822718	*
814006	*
750088	*
26590	*
955474	*
848062	*
868292	*
829764	*
783386	*
298714	*
966388	*
1081821	7079.46
984907	6309.57
1680927	17782.79
1013086	*
753690	7079.46
996654	3162.28
1120791	7943.28
761671	3162.28
824860	3981.07
906366	1000.0
787767	6309.57
746203	3981.07
1120965	*
826649	*
264663	*
1029562	12589.25
1085052	*
818002	12589.25
365442	*
736633	3981.07
792892	1000.0
989891	*
1688827	1995.26
10099	*
1120734	*
900405	6309.57
806131	14125.38
995341	25118.86
740531	19952.62
13693	5011.87
931051	15848.93
875214	*
975803	10000.0
835198	*
859265	25118.86
859119	*
762768	14125.38
739200	*
734014	*
1685577	*
703379	*
740712	31622.78
988624	22387.21
1686503	*
1121234	*
975661	316.23
917067	14125.38
791507	*
978738	*
793322	*
876566	*
997879	*
892918	*
763261	14125.38
473237	*
731258	*
798815	12589.25
795582	1000.0
746421	14125.38
899259	*
742019	*
978192	3162.28
469991	*
903611	7943.28
779990	12589.25
742642	*
757633	*
1121004	*
742194	3981.07
982364	2511.89
928975	11220.18
5052	31622.78
1232414	22387.21
783204	12589.25
839540	15848.93
781852	15848.93
1120534	*
1091392	3162.28
1797661	*
909163	*
1121003	14125.38
925420	7079.46
966993	*
1005595	17782.79
1017173	*
59765	*
826849	4466.84
975912	*
900867	*
965437	12589.25
942154	4466.84
966922	15848.93
738217	3981.07
1121115	*
152690	*
822538	*
1029696	*
1697377	*
1121192	*
891490	12589.25
976551	*
2130	*
1121260	*
910188	3981.07
879651	39810.72
807708	*
1120439	*
1702129	*
753916	*
850167	3548.13
320828	10000.0
911571	1995.26
742724	*
724911	*
833959	*
947027	7943.28
832619	1584.89
874537	12589.25
916830	*
896533	*
956310	15848.93
1120297	22387.21
1013860	*
282509	*
792740	*
1699777	17782.79
18032	*
389955	*
1015777	12589.25
1120641	*
1015159	15848.93
901024	794.33
825664	*
752771	*
1120561	*
989103	*
643059	*
390246	2511.89
3599	15848.93
971448	15848.93
876000	*
938488	*
910976	12589.25
1548034	*
1121190	*
796836	14125.38
897314	1258.93
846252	*
1031714	3162.28
169258	12589.25
823699	7079.46
1025792	12589.25
778973	3162.28
724639	14125.38
905608	25118.86
10017	12589.25
865804	5011.87
589641	25118.86
737895	15848.93
875432	19952.62
837945	*
150400	*
981867	*
985295	*
138088	12589.25
728615	*
900111	25118.86
906688	10000.0
15086	*
874810	*
977029	*
741908	*
780491	*
1083203	31622.78
771353	*
1018371	3981.07
969998	3548.13
975158	3981.07
766985	2818.38
756170	31622.78
935995	*
1700404	3981.07
968764	15848.93
1701825	7943.28
1029225	3981.07
821666	1995.26
861012	316.23
755006	3981.07
819894	19952.62
918476	15848.93
838838	*
977861	*
781734	1000.0
1120244	*
938632	2511.89
996631	501.19
860876	15848.93
760416	1995.26
863923	*
1121065	*
862241	*
900524	*
738984	*
914714	*
764398	17782.79
1010821	*
760976	19952.62
736470	1412.54
981831	3548.13
960826	39810.72
1100130	5011.87
761292	17782.79
738170	15848.93
1025839	35481.34
916101	*
1078684	*
1034022	*
1120236	*
899694	*
785582	*
987679	*
822539	*
975854	*
1120821	*
838874	*
764877	*
1112979	*
789045	*
32842	*
825616	*
738337	3162.28
784836	891.25
318303	*
117994	*
839794	10000.0
727342	*
756771	*
993727	2818.38
973748	891.25
1684484	11220.18
1699075	19952.62
1034899	*
1120451	*
875201	14125.38
643475	*
1120909	*
806111	*
937982	*
1684542	*
1014697	15848.93
855221	*
978448	*
896132	7943.28
1120679	*
143842	*
853005	*
1033330	*
968814	15848.93
979780	1122.02
761935	*
899966	15848.93
50222	7943.28
977023	*
674812	*
1026142	*
997999	*
880572	25118.86
977312	10000.0
876975	*
833197	7079.46
989845	6309.57
820030	15848.93
1680180	1258.93
216472	3162.28
833566	794.33
516834	15848.93
1034808	12589.25
1036698	4466.84
757415	25118.86
1698941	31622.78
787118	794.33
750037	15848.93
797957	*
16498	*
461148	1000.0
933415	*
816244	3981.07
902496	*
11401	*
1026266	14125.38
821311	15848.93
840313	3162.28
740619	*
771622	15848.93
960959	1584.89
1020044	*
1007677	15848.93
723477	*
836981	*
820252	12589.25
792377	14125.38
969787	10000.0
1120834	*
833889	*
995095	*
1548154	*
873068	*
897144	19952.62
1033467	12589.25
869221	*
792270	*
917295	12589.25
871312	*
864177	*
951810	794.33
838204	*
730888	7079.46
753452	5011.87
958027	*
832597	*
1684652	*
876559	7943.28
938635	*
421007	*
871854	1584.89
939769	*
825232	*
460276	7943.28
1004966	*
937232	*
884835	*
893968	*
1017322	19952.62
906643	7943.28
848005	11220.18
1120569	*
946662	*
913535	*
854282	31622.78
1019551	*
799308	*
986670	5011.87
939164	15848.93
1017046	*
832170	25118.86
759104	6309.57
819653	*
875982	*
1087742	12589.25
825367	*
761979	3981.07
808845	*
941580	11220.18
987950	11220.18
1120260	*
1011459	*
742558	*
1006547	*
1016354	39810.72
782452	10000.0
790810	12589.25
392709	12589.25
454700	1995.26
974750	14125.38
974477	*
752863	5011.87
454700	5011.87
739603	*
827191	1995.26
806239	*
978561	*
827005	6309.57
1017914	25118.86
992607	3981.07
831355	*
754135	1995.26
800974	*
1120694	*
1121100	*
916886	6309.57
792565	*
862924	*
835939	*
976648	*
1030458	3981.07
861128	*
773125	15848.93
285873	15848.93
9413	*
1120788	*
1014504	*
1686355	*
745436	50.12
981960	4466.84
833032	794.33
804551	22387.21
826022	*
759350	*
828479	*
173014	*
1110584	1995.26
926085	10000.0
764476	14125.38
810245	11220.18
860894	3981.07
1680115	2238.72
904459	28183.83
855435	*
968149	*
1010589	*
859084	*
997049	*
697683	*
878619	35.48
1016563	*
787052	*
861298	7943.28
747099	*
1698056	*
60246	*
864274	*
1120259	*
936212	*
1002319	*
1120859	*
774782	3548.13
856159	15848.93
867404	14125.38
90867	39810.72
894724	794.33
1121010	22387.21
876445	2511.89
461144	1258.93
741814	*
762217	*
996856	*
793272	*
1108401	*
830524	*
994178	*
934660	*
862318	6309.57
44905	158.49
867625	25118.86
912611	22387.21
995282	*
1697768	*
1121052	*
860959	10000.0
1026452	10000.0
872743	3162.28
864371	2511.89
985090	8912.51
876734	3981.07
838069	316.23
989798	3981.07
1088138	1584.89
5884	*
938613	*
836023	*
1033288	17782.79
772980	*
932315	8912.51
880598	7943.28
265787	25118.86
857280	7943.28
730375	15848.93
746091	3162.28
1120826	*
1120325	12589.25
802963	28183.83
1094243	6309.57
35324	*
867597	25118.86
1120229	*
896820	*
1701801	*
861048	15848.93
898226	*
867836	316.23
779999	*
739013	*
209594	*
997667	*
796297	*
912516	*
977413	*
781401	*
871044	3162.28
838830	*
913066	1258.93
80414	*
995019	*
786541	3981.07
937850	3981.07
968241	22387.21
86466	*
857394	*
1020054	12589.25
939899	25118.86
726527	19952.62
755670	*
608732	5011.87
113731	630.96
860106	12589.25
798239	12589.25
1034461	*
981913	12589.25
944855	7943.28
770384	7943.28
997055	125.89
1014013	31622.78
765197	14125.38
866903	7943.28
971784	*
1120380	*
866829	*
1029121	10000.0
912668	*
841488	1122.02
1120622	*
834743	7943.28
1120710	*
967677	1000.0
991113	14125.38
787685	*
940387	28183.83
759518	*
952400	*
819448	*
811165	*
1103202	*
669976	*
1120833	25118.86
921494	10000.0
858680	*
806707	7943.28
939424	7943.28
803714	*
823019	*
16584	*
999582	*
1095612	19952.62
817319	12589.25
909465	22387.21
786401	12589.25
806176	22387.21
1120273	*
997910	*
1700453	*
920849	7079.46
882027	7943.28
938389	15848.93
889591	*
1104423	*
1023602	*
930571	2238.72
880581	*
1120557	*
964695	*
738598	*
898760	6309.57
752223	*
978819	3162.28
954716	2511.89
885757	6309.57
892111	*
827786	4466.84
743004	2511.89
991321	*
746103	7943.28
747088	*
822684	12589.25
801590	25118.86
933876	28183.83
737349	2818.38
1033412	7943.28
1023376	17782.79
814500	15848.93
877642	17782.79
971569	10000.0
810034	*
724898	31622.78
1027768	3981.07
795592	*
850832	*
9333	*
1120783	*
1028124	*
897322	31622.78
786428	*
938349	10000.0
918581	12589.25
807815	25118.86
906560	*
1030894	*
1022793	*
1029139	10000.0
994911	3981.07
835492	*
739907	*
1121131	*
830294	*
798860	*
897263	*
1121129	*
1088130	*
829776	4466.84
709652	7943.28
1106246	15848.93
788953	*
1105873	*
834658	*
792845	*
163665	*
1012516	3548.13
738963	25118.86
853693	17782.79
1010537	*
791261	*
1120954	*
848321	*
813699	*
1120952	*
899168	25118.86
857370	10000.0
946408	8912.51
1030299	*
775084	*
2537	*
985194	*
901066	*
1018765	*
794810	*
897858	*
971507	*
411442	*
750037	*
924029	*
613416	5011.87
884658	*
937012	*
1698096	4466.84
881298	15848.93
471130	2818.38
870571	*
745946	*
1121185	*
889820	*
1687361	*
753319	*
738506	*
29061	*
865337	*
821998	*
961764	5011.87
72303	25118.86
314205	1584.89
822022	*
937379	*
2994	*
181755	*
765953	4466.84
876320	1995.26
918983	11220.18
886916	31622.78
1121141	3162.28
957816	7943.28
739992	25118.86
705710	12589.25
857770	3981.07
56700	1258.93
974018	7079.46
756886	*
836478	*
1015927	*
1698720	*
64776	*
1079519	*
971595	*
380567	*
1120406	*
987997	*
818876	5011.87
1021294	1000.0
1685236	*
865551	14125.38
866610	*
780960	*
943340	5011.87
731571	*
1005958	4466.84
1015227	3162.28
1007204	28183.83
753211	*
1120422	*
1015387	*
1024496	39810.72
650783	*
1035935	*
928484	*
745783	*
734080	*
1121088	*
893583	*
902133	*
474468	*
1121097	*
1120326	*
859576	*
922662	*
741345	501.19
833870	3981.07
1543730	*
857373	*
2130	*
738022	*
938396	*
781989	*
727739	8912.51
1700077	14125.38
834059	3981.07
1120581	25118.86
939239	630.96
742345	5011.87
1007249	19952.62
1019972	3548.13
848133	*
827665	*
44253	*
833686	14125.38
770054	35.48
846138	1122.02
946924	7079.46
942502	15848.93
881494	*
994231	*
740340	3981.07
962045	10000.0
1006960	7079.46
1684502	19952.62
1684515	14125.38
822942	7943.28
418484	10000.0
819313	12589.25
782615	3981.07
825844	17782.79
899004	10000.0
833714	1995.26
1035740	5011.87
600990	39810.72
202450	10000.0
1308805	891.25
937362	19952.62
752270	*
860207	*
1120379	*
1120395	*
792264	*
896535	25118.86
950581	3162.28
1120503	28183.83
886746	12589.25
651619	15848.93
1703656	3548.13
784534	2511.89
980348	794.33
1006162	3162.28
1019166	15848.93
1034180	25118.86
102001	*
740940	1258.93
928156	35481.34
796825	*
801261	*
1102249	*
753303	*
1120372	*
977674	3981.07
742050	*
1120417	*
788422	*
783639	*
1120849	*
386327	*
724430	17782.79
460846	316.23
989044	3981.07
914964	*
835439	*
830561	*
993581	*
798996	*
860009	794.33
881061	3162.28
1025996	1258.93
1033007	17782.79
936424	10000.0
941536	1122.02
955226	3162.28
944824	12.59
938401	10000.0
869679	*
1014866	3162.28
816214	*
1120864	*
739686	*
819607	*
991043	22387.21
952510	1778.28
844814	1000.0
1699686	1122.02
920863	39.81
881428	10000.0
756848	2511.89
1034259	3981.07
929452	*
780186	*
941768	*
906916	*
898162	*
742993	3548.13
832406	*
772165	*
880230	12589.25
877854	3548.13
1016224	3981.07
942052	19952.62
1017529	3981.07
973126	56.23
905231	31622.78
896944	12589.25
896784	25118.86
1288158	*
993863	*
876273	1995.26
1799687	3162.28
818807	15848.93
958260	7943.28
705767	39810.72
985384	31622.78
822309	15848.93
1684669	15848.93
857160	10000.0
745222	15848.93
774693	17782.79
945017	3162.28
780275	3162.28
786994	19952.62
982068	25118.86
968849	14125.38
1007446	15848.93
1017865	5011.87
823505	*
21716	1995.26
1005396	10000.0
145976	15848.93
982818	25118.86
859693	25118.86
705738	12589.25
873473	15848.93
1679683	2818.38
950364	*
983896	*
21802	*
1682291	*
1014859	10000.0
1120433	*
1685306	*
1681359	5011.87
839115	*
161596	501.19
788864	3162.28
1120764	6309.57
781956	*
1080270	*
853037	*
859801	12589.25
12225	5011.87
833709	*
854831	*
1121079	*
780882	10000.0
897332	15848.93
807278	15848.93
21481	1258.93
887024	19952.62
933397	*
945714	1000.0
1120819	*
954156	1000.0
1035433	*
968323	*
962390	*
779780	316.23
452198	*
833146	14125.38
1110002	28183.83
954909	*
894083	*
1030621	*
1021423	*
1022114	*
789816	*
933482	*
955161	7079.46
1115710	*
1120715	15848.93
953149	*
459101	*
742259	*
1027118	*
1107802	2818.38
1120546	*
1035690	5011.87
751942	*
886264	*
1301322	3548.13
916384	*
1120481	*
739264	2511.89
12890	*
1011037	*
938601	25118.86
901387	10000.0
778850	3981.07
847222	6309.57
926211	*
1100676	*
910305	*
760441	12589.25
754272	*
773837	*
779944	794.33
794494	*
793534	*
817234	*
793298	*
80629	*
173262	*
757642	*
991807	*
1548134	*
1302670	14125.38
744817	*
725844	*
1687395	19952.62
181755	15848.93
741929	19952.62
998044	5011.87
907577	794.33
59579	*
865299	7943.28
1322772	14125.38
789155	10000.0
732422	1412.54
750192	12589.25
943275	12589.25
897840	12589.25
870170	35481.34
781068	3162.28
1120584	14125.38
793092	*
874826	10000.0
979074	*
888202	*
53623	*
877294	*
8531	*
1700767	*
911089	*
741299	*
850812	*
935870	1995.26
858782	5011.87
1012337	31622.78
996473	4466.84
375161	15848.93
835032	28183.83
1700862	*
936817	6.31
976998	5011.87
979073	*
1120629	*
127755	*
1078496	*
1700883	22387.21
749546	31622.78
782548	3981.07
815628	5623.41
759339	3162.28
790363	12589.25
890316	*
739220	*
978236	*
880815	3162.28
263787	*
978317	*
977783	*
1016820	*
989974	*
832699	3981.07
1009418	2238.72
1688029	*
729866	7079.46
1295177	14125.38
751565	19952.62
1101968	10000.0
738300	15848.93
1120378	1412.54
872920	*
823728	7943.28
740615	7943.28
738330	7943.28
942967	*
857868	*
1120536	*
882869	15848.93
807781	1122.02
859597	15848.93
1030083	2511.89
948011	7079.46
429043	*
1026045	*
883371	*
738014	*
1033403	14125.38
990862	*
516835	*
429968	*
27647	*
994176	*
799005	*
797656	*
985789	*
749276	25118.86
748318	2511.89
983792	*
1117604	*
740237	15848.93
1121249	25118.86
6651	*
795377	*
752592	*
1687574	25118.86
460432	12589.25
922025	8912.51
373511	*
881959	*
1022473	*
209565	*
861312	*
734799	*
867246	3548.13
798647	3162.28
1701922	22387.21
731059	*
1006673	*
858685	12589.25
937439	19952.62
836404	7079.46
857443	7943.28
1087826	28183.83
924016	17782.79
191875	15848.93
763511	15848.93
753446	1778.28
934078	12589.25
1303494	39810.72
3838	63.1
1004166	39810.72
1634316	3162.28
1032117	4466.84
860695	15848.93
794494	12589.25
726579	*
1019950	*
456056	*
898329	*
764258	*
870484	*
775993	*
823278	*
914893	*
788049	*
799851	*
429593	*
898743	*
1120687	*
900158	5011.87
1120695	*
1120724	*
833280	*
962883	*
881448	*
741962	*
993730	*
766598	15848.93
849360	*
731344	*
833321	*
1021453	28183.83
947885	7943.28
800714	11220.18
1121035	*
939868	12589.25
954579	28183.83
857682	7943.28
1703529	446.68
937369	*
779087	*
873489	*
1120298	*
823828	25118.86
892361	*
942993	*
515426	*
870533	5011.87
1023272	19952.62
1294998	*
782446	*
1303362	1584.89
956114	31622.78
956325	*
73898	*
969754	*
904337	501.19
939179	12589.25
42520	15848.93
1120697	15848.93
770110	14125.38
775926	794.33
931308	*
1120721	*
986950	3981.07
9913	*
860841	*
753811	*
857279	*
881146	*
795972	*
1684277	14125.38
978798	*
642262	*
763833	28183.83
837045	15848.93
759966	*
957727	*
939881	*
452022	*
838832	*
947776	2511.89
995410	15848.93
421104	*
834375	2511.89
979350	*
1033741	*
23634	*
865102	*
951057	*
22942	158.49
924249	12589.25
68578	*
1120496	28183.83
833570	*
925586	*
931676	17782.79
1120976	*
847232	7943.28
796305	*
724378	15848.93
744787	3981.07
978379	*
987138	28183.83
702507	*
861667	*
859868	*
768909	15848.93
1325474	8912.51
801660	*
902234	*
776254	*
948750	12589.25
959942	*
306429	*
1015522	*
989989	5011.87
835863	*
948828	7943.28
820657	*
730608	*
960127	22387.21
752131	*
1121245	*
879087	3981.07
826183	*
855407	*
745691	*
732292	14125.38
887221	*
1030852	3162.28
186121	19952.62
1698675	2818.38
938720	31622.78
959909	*
783182	*
817596	*
786171	*
761011	*
824176	*
914666	*
968404	2818.38
1027687	6309.57
1037397	*
1700151	8912.51
961530	*
749237	7079.46
751642	39810.72
1022449	*
989461	*
920445	*
26820	*
418492	*
1026908	3981.07
767450	*
868673	*
946450	6309.57
994384	*
726088	15848.93
792224	39810.72
1120504	*
873999	22387.21
855590	*
1686385	*
1311138	*
808434	*
749899	12589.25
509657	*
982727	1000.0
725189	*
1120681	*
871042	8912.51
1120790	*
723881	14125.38
1016352	*
904898	3162.28
742519	3981.07
898009	39810.72
840565	*
1020978	*
833597	*
818783	3981.07
782136	15848.93
867309	25118.86
793824	10000.0
888225	25118.86
1086131	891.25
2537	*
783397	*
374182	*
915849	*
1548552	*
150743	*
1687167	*
967454	31622.78
871546	*
727625	630.96
795665	*
787351	15848.93
911999	14125.38
780050	3981.07
999956	*
778156	*
734365	*
833553	25118.86
871434	*
818818	15848.93
1016601	*
5622	5011.87
1685453	15848.93
1030431	4466.84
763535	*
704641	1995.26
930434	2511.89
10383	*
845648	707.95
858613	39810.72
780754	1995.26
854370	3548.13
999962	*
1120672	*
998432	*
109334	316.23
938342	*
746798	*
1036294	*
762133	*
978244	*
989462	15848.93
2261	31622.78
881152	*
788069	*
939890	*
929940	11220.18
864626	6309.57
1548127	*
779977	*
203048	*
833530	*
766959	14125.38
754384	3981.07
1120421	*
26821	1258.93
852339	1412.54
949064	*
1687603	3981.07
972364	11220.18
1687389	*
1084902	7943.28
1120228	25118.86
675144	10000.0
736635	*
742623	*
27072	*
1010364	7943.28
1547735	3162.28
796916	*
139392	*
963011	*
1024222	*
738175	*
795515	*
393942	*
1025854	15848.93
898406	*
899905	*
910947	1778.28
781414	19952.62
976833	3981.07
911982	*
759690	10000.0
816339	10000.0
1031134	*
1703168	*
954879	*
872987	2818.38
993413	12589.25
664045	15848.93
860809	1584.89
890835	10000.0
995633	*
896729	*
1120717	*
984249	*
915860	*
960210	7079.46
812549	14125.38
969398	12589.25
898565	501.19
27609	*
27609	*
776017	1995.26
793857	*
840068	25118.86
884490	15848.93
988245	*
989469	*
961683	15848.93
739392	15848.93
1015122	1258.93
1024883	10000.0
828335	1258.93
742811	3981.07
518892	3981.07
976868	3162.28
981971	12589.25
824922	*
842539	*
738732	*
886944	6309.57
62720	7943.28
752225	*
816843	*
1363983	*
839105	*
999733	*
759528	7079.46
795594	6309.57
747154	11220.18
738131	1995.26
785389	4466.84
1688105	12589.25
822674	*
13503	*
1019089	*
862812	*
992628	6309.57
729800	707.95
900823	3981.07
4686	*
1120743	*
461444	2511.89
1679454	28183.83
948735	*
821608	*
793696	*
909384	*
975715	*
741651	*
730760	15848.93
1023903	*
930550	14125.38
909222	11220.18
944122	7943.28
1018234	6309.57
1035330	*
1021900	*
898598	*
734641	*
820924	*
934950	*
1120464	8912.51
768858	22387.21
897289	5011.87
775706	28183.83
734696	*
970295	*
291051	15848.93
913929	28183.83
797451	25118.86
1033940	10000.0
948461	*
1153626	*
822344	*
740863	1258.93
985700	*
972683	*
738528	*
783743	*
956340	1122.02
731732	2818.38
985902	1584.89
1004043	2818.38
1000239	8912.51
852394	11220.18
881682	8912.51
1025967	15848.93
788019	3162.28
1121054	3548.13
774294	14125.38
899939	6309.57
838664	15848.93
1020756	15848.93
778025	15848.93
1016696	7943.28
741904	6309.57
988811	3981.07
978078	3981.07
937754	5011.87
1015371	31622.78
863010	*
705807	10000.0
763897	11220.18
1292823	*
1114272	*
1027076	1778.28
755670	*
832993	10000.0
229007	12589.25
1028249	*
779620	*
819518	3981.07
900232	25118.86
952375	3162.28
975361	7943.28
943929	*
1120369	*
1006951	*
48898	*
111270	*
802747	*
756109	7943.28
1121086	*
1121031	*
822010	*
1110389	17782.79
792279	5011.87
938066	3981.07
781077	3981.07
747840	25118.86
1120506	*
781067	*
939729	*
987188	*
937184	19952.62
1027608	*
782538	2511.89
30111	*
1682698	19952.62
957846	1122.02
1005835	*
1703419	22387.21
934583	7079.46
972887	5623.41
242993	*
14559	1584.89
754067	*
46715	*
1548102	*
783495	39810.72
888141	*
908576	28183.83
34949	*
815926	2238.72
1026733	125.89
865174	*
1685158	2818.38
787069	*
992117	3162.28
801550	*
782081	1258.93
913763	17782.79
756388	398.11
825080	*
958143	3548.13
828544	1258.93
932772	12589.25
1679871	15848.93
900547	*
883783	1122.02
835716	*
2214	*
735410	14125.38
969457	25118.86
749659	3162.28
800075	*
932104	*
873610	3162.28
730271	*
987606	19952.62
780369	7943.28
867629	*
835199	*
900595	*
1006555	15848.93
90660	*
11177	*
1703653	15848.93
132234	*
1105285	15848.93
905665	3162.28
1120747	*
981694	*
979421	5011.87
874391	10000.0
819301	10000.0
738361	125.89
978912	19952.62
797031	*
796412	*
995294	*
762001	*
10989	7943.28
857907	3981.07
832478	*
985499	*
6772	*
911865	*
871928	*
741858	*
831173	12589.25
920503	*
822021	7943.28
912063	12589.25
21698	*
926214	*
819642	*
875736	*
781630	*
585342	*
1120528	*
87383	3162.28
1682147	19952.62
1037044	5011.87
373670	*
942246	11220.18
981051	12589.25
870406	*
1120678	*
2010	15848.93
781052	3162.28
795221	*
908750	79.43
1025434	*
940138	15848.93
899142	*
1007887	*
1703217	*
747372	*
868538	*
935091	28183.83
964197	562.34
1682156	1584.89
932893	19952.62
58089	2511.89
1000383	2238.72
4634	*
460841	199.53
47752	3162.28
936577	15848.93
798144	22387.21
997751	*
1686747	*
1120413	22387.21
786776	15848.93
799353	3981.07
830596	19952.62
3683	19952.62
986600	*
839500	*
970700	*
807670	14125.38
314335	3162.28
1120798	*
954940	25118.86
1011403	5623.41
1002341	*
987391	2511.89
1682450	15848.93
798498	15848.93
892791	*
741598	*
948387	*
972904	31622.78
918762	*
817817	*
845621	8912.51
830820	*
737110	1995.26
886829	*
873858	*
937955	10000.0
981998	*
981977	*
1023789	39810.72
827029	14125.38
772187	*
746935	*
1699703	*
126356	7943.28
847787	*
974298	15848.93
831974	177.83
963856	11220.18
1120360	*
995245	*
814091	25118.86
885243	501.19
1634402	14125.38
821915	25118.86
899673	630.96
864213	14125.38
741679	*
734822	562.34
1696936	*
210294	25118.86
1024123	1122.02
795230	*
790715	*
784221	22387.21
872005	*
1024979	*
912279	*
879545	*
958121	12589.25
781115	3981.07
1697099	12589.25
732102	12589.25
947830	*
1087559	3548.13
1092389	15848.93
151408	*
824768	*
820182	19952.62
1121025	*
977443	*
949997	*
866654	19952.62
978054	2511.89
779854	25118.86
1548045	*
742338	12589.25
1017881	1995.26
44406	794.33
93903	15848.93
969842	1995.26
950652	*
809007	3162.28
939908	*
789786	2818.38
785789	12589.25
608898	*
1685030	*
967921	*
845771	14125.38
1100313	3548.13
961099	7943.28
1093177	*
1095545	*
956604	12589.25
817551	15848.93
1120767	5011.87
989811	15848.93
976869	1000.0
791537	*
777362	7943.28
765883	398.11
978120	19952.62
119144	*
397734	*
461054	630.96
797607	1258.93
824311	15848.93
954517	*
957421	15848.93
972038	*
997439	6309.57
60371	19952.62
743935	7079.46
1697668	17782.79
862342	*
787229	7079.46
1024305	*
860372	7943.28
1702748	17782.79
740103	5011.87
773419	1778.28
976133	*
1688515	7079.46
741969	1584.89
997357	*
880570	8912.51
861207	*
881265	*
799169	5011.87
1120558	*
1120673	*
725024	22387.21
872575	*
1285958	14125.38
1027152	*
913062	3548.13
860143	*
1107908	*
799205	31622.78
780678	6309.57
932721	*
942570	1584.89
838336	*
779594	10000.0
754498	3162.28
705377	*
952537	*
1678534	*
832738	*
795040	31622.78
1120533	*
752446	7943.28
665311	*
738106	3162.28
861869	14125.38
877124	15848.93
881607	28183.83
1678742	*
1024470	5011.87
918162	2511.89
114250	25118.86
378218	3162.28
959064	8912.51
1014991	6309.57
937107	*
1001455	*
42179	3981.07
989309	*
741118	*
778510	3162.28
904913	*
918496	50.12
830828	11220.18
882800	15848.93
849524	12589.25
243494	39810.72
460434	15848.93
209510	7943.28
976837	3981.07
801085	22387.21
887337	22387.21
742821	15848.93
19191	15848.93
940215	12589.25
801205	22387.21
66238	6309.57
897075	3981.07
750848	11220.18
1293424	1412.54
757905	25118.86
822597	6309.57
794635	39810.72
859792	5011.87
857791	3162.28
892109	15848.93
738967	1995.26
934969	10000.0
740345	1258.93
998162	316.23
421176	1258.93
751087	398.11
855174	15848.93
805780	25118.86
651619	10000.0
1120707	15848.93
754156	794.33
754333	22387.21
252156	1000000000.0
991315	12589.25
796734	3162.28
917794	22387.21
867782	2818.38
967417	3548.13
810091	14125.38
812552	19952.62
908004	3981.07
1100857	281.84
817073	2511.89
43740	31622.78
6968	31622.78
490617	1000.0
831101	25118.86
724451	1122.02
740692	12589.25
1026810	2511.89
797035	10000.0
981054	3981.07
898888	15848.93
975006	1995.26
949063	1584.89
822464	6309.57
792739	7943.28
1025420	12589.25
864726	251.19
947879	12589.25
814876	2511.89
897644	6309.57
838552	14125.38
1015780	630.96
1683653	12589.25
790475	3981.07
746603	1584.89
738400	15848.93
725046	15848.93
1100840	2238.72
1303811	1995.26
966968	25118.86
740201	15848.93
730872	3548.13
996799	3981.07
859938	12589.25
781313	794.33
945374	794.33
954992	19952.62
832762	7943.28
846606	17782.79
1017928	1258.93
945583	*
913649	*
733173	*
877875	3981.07
995434	*
838124	*
697901	*
744369	*
737588	*
994236	*
821769	*
1548159	*
147632	15848.93
961791	*
1699344	3548.13
881961	*
807371	*
948482	11220.18
983217	25118.86
981257	2818.38
1009157	39810.72
848645	3162.28
740593	15848.93
820401	5011.87
1032077	*
985233	12589.25
731504	*
878725	19952.62
991361	3981.07
917002	*
737005	1995.26
1003328	8912.51
798489	7943.28
815192	14125.38
757028	*
895445	4466.84
988392	*
994834	25118.86
771652	*
867392	*
872708	*
884043	*
841721	3981.07
898871	*
777495	12589.25
1005166	*
923777	*
36730	*
860749	12589.25
139225	*
813415	*
675188	*
915458	2511.89
1079046	*
266362	*
861165	*
991484	12589.25
925837	7943.28
933213	7943.28
855413	*
1018785	*
822939	*
311761	*
1681562	2238.72
42122	25118.86
1687166	*
887708	*
794260	*
955991	25118.86
